Location,Cycle Time (Mins),Payment Type ,Risk Level
AMS,19,Non Urgent,ENH
AMS,19,Non Urgent,ENH
AMS,19,Non Urgent,ENH
AMS,19,Non Urgent,ENH
AMS,19,Non Urgent,ENH
AMS,19,Non Urgent,ENH
JRC,18,Urgent,ENH
JRC,18,Urgent,ENH
JRC,18,Urgent,ENH
JRC,18,Urgent,ENH
JRC,18,Urgent,ENH
JRC,18,Urgent,ENH
JRC,18,Urgent,ENH
JRC,18,Non Urgent,ENH
JRC,18,Non Urgent,ENH
JRC,18,Non Urgent,ENH
JRC,18,Non Urgent,ENH
JRC,18,Non Urgent,ENH
JRC,18,Non Urgent,ENH
AMS,18,Non Urgent,ENH
AMS,18,Non Urgent,ENH
AMS,18,Non Urgent,ENH
AMS,18,Non Urgent,ENH
AMS,18,Non Urgent,ENH
AMS,18,Non Urgent,ENH
AMS,18,Non Urgent,ENH
AMS,18,Non Urgent,ENH
JRC,17,Urgent,ENH
JRC,17,Urgent,ENH
JRC,17,Urgent,ENH
JRC,17,Urgent,ENH
JRC,17,Urgent,ENH
JRC,17,Urgent,ENH
JRC,17,Urgent,ENH
JRC,17,Non Urgent,ENH
JRC,17,Non Urgent,ENH
JRC,17,Non Urgent,ENH
JRC,17,Non Urgent,ENH
JRC,17,Non Urgent,ENH
AMS,17,Non Urgent,ENH
AMS,17,Non Urgent,ENH
AMS,17,Non Urgent,ENH
AMS,17,Non Urgent,ENH
AMS,17,Non Urgent,ENH
JRC,16,Urgent,ENH
JRC,16,Urgent,ENH
JRC,16,Urgent,ENH
JRC,16,Urgent,ENH
JRC,16,Urgent,ENH
JRC,16,Urgent,ENH
JRC,16,Urgent,ENH
JRC,16,Urgent,ENH
JRC,16,Urgent,ENH
JRC,16,Urgent,ENH
JRC,16,Non Urgent,ENH
JRC,16,Non Urgent,ENH
JRC,16,Non Urgent,ENH
JRC,16,Non Urgent,ENH
AMS,16,Non Urgent,ENH
AMS,16,Non Urgent,ENH
AMS,16,Non Urgent,ENH
AMS,16,Non Urgent,ENH
AMS,16,Non Urgent,ENH
AMS,16,Non Urgent,ENH
AMS,16,Non Urgent,ENH
AMS,16,Non Urgent,ENH
JRC,15,Urgent,ENH
JRC,15,Urgent,ENH
JRC,15,Urgent,ENH
JRC,15,Non Urgent,ENH
JRC,15,Non Urgent,ENH
JRC,15,Non Urgent,ENH
AMS,15,Non Urgent,ENH
AMS,15,Non Urgent,ENH
AMS,15,Non Urgent,ENH
AMS,15,Non Urgent,ENH
JRC,14,Urgent,ENH
JRC,14,Non Urgent,ENH
JRC,14,Non Urgent,ENH
AMS,14,Non Urgent,ENH
AMS,14,Non Urgent,ENH
AMS,14,Non Urgent,ENH
JRC,13,Urgent,ENH
JRC,13,Non Urgent,ENH
JRC,13,Non Urgent,ENH
AMS,13,Non Urgent,ENH
AMS,13,Non Urgent,ENH
AMS,13,Non Urgent,ENH
AMS,13,Non Urgent,ENH
AMS,13,Non Urgent,ENH
JRC,12,Urgent,ENH
JRC,12,Urgent,ENH
JRC,12,Urgent,ENH
JRC,12,Urgent,ENH
JRC,12,Urgent,ENH
JRC,12,Non Urgent,ENH
JRC,12,Non Urgent,ENH
JRC,12,Non Urgent,ENH
AMS,12,Non Urgent,ENH
JRC,11,Urgent,ENH
JRC,11,Non Urgent,ENH
JRC,11,Non Urgent,ENH
JRC,11,Non Urgent,ENH
AMS,11,Non Urgent,ENH
AMS,11,Non Urgent,ENH
JRC,10,Non Urgent,ENH
JRC,10,Non Urgent,ENH
JRC,10,Non Urgent,ENH
AMS,10,Non Urgent,ENH
AMS,10,Non Urgent,ENH
JRC,9,Urgent,ENH
JRC,9,Non Urgent,ENH
JRC,9,Non Urgent,ENH
JRC,9,Non Urgent,ENH
JRC,9,Non Urgent,ENH
AMS,9,Non Urgent,ENH
JRC,8,Non Urgent,ENH
JRC,8,Non Urgent,ENH
JRC,8,Non Urgent,ENH
JRC,7,Non Urgent,ENH
AMS,7,Non Urgent,ENH
JRC,6,Non Urgent,ENH
JRC,6,Non Urgent,ENH
JRC,6,Non Urgent,ENH
AMS,6,Non Urgent,ENH
AMS,6,Non Urgent,ENH
JRC,5,Non Urgent,ENH
JRC,5,Non Urgent,ENH
JRC,4,Non Urgent,ENH
JRC,3,Non Urgent,ENH
JRC,1,Non Urgent,ENH
